0.000023 0.000032 0.000031 0.000031 0.000024 0.000032 0.000022 0.000032 0.000024 0.000033 0.000022 0.000032 0.000023 0.000034 0.000013 0.000031 0.000022 0.000032 0.000024 0.000031 0.000022 0.000032 0.000024 0.000033 
0.000032 0.000024 0.000032 0.000033 0.000031 0.000023 0.000032 0.000023 0.000032 0.000022 0.000032 0.000023 0.000032 0.000024 0.000032 0.000013 0.000031 0.000024 0.000031 0.000023 0.000032 0.000024 0.000032 0.000024 
0.000025 0.000031 0.000024 0.000032 0.000033 0.000032 0.000025 0.000031 0.000025 0.000032 0.000024 0.000032 0.000025 0.000031 0.000023 0.000032 0.000013 0.000033 0.000025 0.000031 0.000025 0.000032 0.000025 0.000032 
0.000032 0.000023 0.000031 0.000025 0.000032 0.000034 0.000031 0.000023 0.000032 0.000024 0.000033 0.000025 0.000032 0.000025 0.000033 0.000025 0.000030 0.000013 0.000031 0.000023 0.000032 0.000025 0.000032 0.000025 
0.000025 0.000032 0.000024 0.000032 0.000025 0.000032 0.000035 0.000031 0.000025 0.000031 0.000025 0.000032 0.000025 0.000032 0.000023 0.000032 0.000025 0.000031 0.000013 0.000031 0.000024 0.000031 0.000025 0.000032 
0.000032 0.000025 0.000033 0.000025 0.000032 0.000024 0.000024 0.000020 0.000031 0.000025 0.000033 0.000025 0.000032 0.000025 0.000031 0.000025 0.000032 0.000024 0.000031 0.000013 0.000032 0.000025 0.000033 0.000025 
0.000025 0.000032 0.000024 0.000032 0.000025 0.000031 0.000023 0.000032 0.000033 0.000032 0.000025 0.000032 0.000025 0.000032 0.000024 0.000031 0.000025 0.000031 0.000023 0.000032 0.000014 0.000031 0.000025 0.000032 
0.000032 0.000025 0.000032 0.000025 0.000032 0.000024 0.000032 0.000025 0.000031 0.000035 0.000032 0.000025 0.000032 0.000024 0.000031 0.000023 0.000032 0.000024 0.000031 0.000025 0.000032 0.000013 0.000032 0.000024 
0.000023 0.000031 0.000025 0.000032 0.000023 0.000032 0.000024 0.000031 0.000025 0.000031 0.000032 0.000032 0.000023 0.000032 0.000025 0.000031 0.000023 0.000032 0.000024 0.000030 0.000025 0.000032 0.000013 0.000033 
0.000033 0.000025 0.000032 0.000024 0.000032 0.000025 0.000031 0.000023 0.000032 0.000025 0.000033 0.000035 0.000032 0.000025 0.000031 0.000023 0.000032 0.000025 0.000030 0.000023 0.000031 0.000025 0.000033 0.000013 
